Country,iso3,year,month,sex,age_group,type,expected.mean,acm.mean,excess.mean*
Saint Lucia,LCA,2021,7,Female,35-44,predicted,134,157,23
Saint Lucia,LCA,2021,8,Female,45-54,predicted,134,185,51
Saint Lucia,LCA,2021,9,Female,55-64,predicted,135,269,134
Saint Lucia,LCA,2021,10,Female,65-74,predicted,135,220,85
Saint Lucia,LCA,2021,11,Female,75-84,predicted,135,180,44
Saint Lucia,LCA,2021,12,Female,>85,predicted,136,165,29
Sri Lanka,LKA,2020,1,Male,0-24,reported,13059,13254,191
Sri Lanka,LKA,2020,2,Male,25-34,reported,12758,11686,-1076
Sri Lanka,LKA,2020,3,Male,35-44,reported,12533,9005,-3532
Sri Lanka,LKA,2020,4,Male,45-54,reported,12457,7158,-5303
Sri Lanka,LKA,2020,5,Male,55-64,reported,12591,12254,-341
Sri Lanka,LKA,2020,6,Male,65-74,reported,12578,12900,318
Sri Lanka,LKA,2020,7,Male,75-84,reported,12434,11782,-656
Sri Lanka,LKA,2020,8,Male,>85,reported,12126,11472,-657
Sri Lanka,LKA,2020,9,Female,0-24,reported,12046,11440,-609
Sri Lanka,LKA,2020,10,Female,25-34,reported,12473,10251,-2225
Sri Lanka,LKA,2020,11,Female,35-44,reported,13134,9797,-3341
Sri Lanka,LKA,2020,12,Female,45-54,reported,13542,11432,-2113
Sri Lanka,LKA,2021,1,Female,55-64,reported,13559,12442,-1120
Sri Lanka,LKA,2021,2,Female,65-74,reported,13329,11965,-1368
Sri Lanka,LKA,2021,3,Female,75-84,reported,13086,12851,-239
Sri Lanka,LKA,2021,4,Female,>85,reported,12985,11870,-1119
Sri Lanka,LKA,2021,5,Male,0-24,reported,13139,9255,-3887
Sri Lanka,LKA,2021,6,Male,25-34,reported,13153,12128,-1028
Sri Lanka,LKA,2021,7,Male,35-44,predicted,13028,15409,2378
Sri Lanka,LKA,2021,8,Male,45-54,predicted,12634,20328,7690
Sri Lanka,LKA,2021,9,Male,55-64,predicted,12573,18814,6237
Sri Lanka,LKA,2021,10,Male,65-74,predicted,13021,14622,1597
Sri Lanka,LKA,2021,11,Male,75-84,predicted,13707,15177,1466
Sri Lanka,LKA,2021,12,Male,>85,predicted,14144,15754,1606
Lesotho,LSO,2020,1,Female,0-24,predicted,2876,2930,55
Lesotho,LSO,2020,2,Female,25-34,predicted,2896,2909,13
Lesotho,LSO,2020,3,Female,35-44,predicted,2919,2933,14
Lesotho,LSO,2020,4,Female,45-54,predicted,2992,2621,-371
Lesotho,LSO,2020,5,Female,55-64,predicted,3045,2754,-291
Lesotho,LSO,2020,6,Female,65-74,predicted,3089,2777,-313
Lesotho,LSO,2020,7,Female,75-84,predicted,3090,3218,128
Lesotho,LSO,2020,8,Female,>85,predicted,3075,3293,218
Lesotho,LSO,2020,9,Male,0-24,predicted,2989,3247,258
Lesotho,LSO,2020,10,Male,25-34,predicted,2942,3266,324
Lesotho,LSO,2020,11,Male,35-44,predicted,2929,3082,154
Lesotho,LSO,2020,12,Male,45-54,predicted,2910,3066,157
Lesotho,LSO,2021,1,Male,55-64,predicted,2878,3464,586
Lesotho,LSO,2021,2,Male,65-74,predicted,2899,3469,570
Lesotho,LSO,2021,3,Male,75-84,predicted,2921,3127,206
Lesotho,LSO,2021,4,Male,>85,predicted,2993,2867,-126
Lesotho,LSO,2021,5,Female,0-24,predicted,3046,3056,10
Lesotho,LSO,2021,6,Female,25-34,predicted,3089,3008,-81
Lesotho,LSO,2021,7,Female,35-44,predicted,3091,3397,306
Lesotho,LSO,2021,8,Female,45-54,predicted,3076,3434,358
Lesotho,LSO,2021,9,Female,55-64,predicted,2990,3862,871
Lesotho,LSO,2021,10,Female,65-74,predicted,2944,3234,290
Lesotho,LSO,2021,11,Female,75-84,predicted,2929,3140,211
Lesotho,LSO,2021,12,Female,>85,predicted,2909,3192,284
Lithuania,LTU,2020,1,Male,0-24,reported,3405,3500,95
Lithuania,LTU,2020,2,Male,25-34,reported,3418,3189,-229
Lithuania,LTU,2020,3,Male,35-44,reported,3324,3503,179
Lithuania,LTU,2020,4,Male,45-54,reported,3176,3366,190
Lithuania,LTU,2020,5,Male,55-64,reported,3059,3240,181
Lithuania,LTU,2020,6,Male,65-74,reported,2949,3323,374
Lithuania,LTU,2020,7,Male,75-84,reported,2889,3233,344
Lithuania,LTU,2020,8,Male,>85,reported,2845,3259,414
Lithuania,LTU,2020,9,Female,0-24,reported,2843,3130,287
Lithuania,LTU,2020,10,Female,25-34,reported,2988,3622,634
Lithuania,LTU,2020,11,Female,35-44,reported,3135,4336,1201
Lithuania,LTU,2020,12,Female,45-54,reported,3332,5815,2483
Lithuania,LTU,2021,1,Female,55-64,reported,3327,5155,1828
Lithuania,LTU,2021,2,Female,65-74,reported,3339,3675,336
Lithuania,LTU,2021,3,Female,75-84,reported,3242,3758,516
Lithuania,LTU,2021,4,Female,>85,reported,3097,3636,539
Lithuania,LTU,2021,5,Male,0-24,reported,2984,3755,771
Lithuania,LTU,2021,6,Male,25-34,reported,2878,3545,667
Lithuania,LTU,2021,7,Male,35-44,reported,2825,3445,620
Lithuania,LTU,2021,8,Male,45-54,reported,2776,3431,655
Lithuania,LTU,2021,9,Male,55-64,reported,2777,3885,1108
Lithuania,LTU,2021,10,Male,65-74,reported,2916,4722,1806
Lithuania,LTU,2021,11,Male,75-84,reported,3059,4322,1263
Lithuania,LTU,2021,12,Male,>85,reported,3247,4429,1182
Luxembourg,LUX,2020,1,Female,0-24,reported,397,371,-26
Luxembourg,LUX,2020,2,Female,25-34,reported,407,334,-73
Luxembourg,LUX,2020,3,Female,35-44,reported,396,416,20
Luxembourg,LUX,2020,4,Female,45-54,reported,363,391,28
Luxembourg,LUX,2020,5,Female,55-64,reported,340,351,11
Luxembourg,LUX,2020,6,Female,65-74,reported,333,308,-25
Luxembourg,LUX,2020,7,Female,75-84,reported,339,332,-7
Luxembourg,LUX,2020,8,Female,>85,reported,342,363,21
Luxembourg,LUX,2020,9,Male,0-24,reported,348,344,-4
Luxembourg,LUX,2020,10,Male,25-34,reported,362,380,18
Luxembourg,LUX,2020,11,Male,35-44,reported,379,520,141
Luxembourg,LUX,2020,12,Male,45-54,reported,404,498,94
Luxembourg,LUX,2021,1,Male,55-64,reported,405,436,31
Luxembourg,LUX,2021,2,Male,65-74,reported,416,361,-55
Luxembourg,LUX,2021,3,Male,75-84,reported,404,427,23
Luxembourg,LUX,2021,4,Male,>85,reported,371,354,-17
Luxembourg,LUX,2021,5,Female,0-24,reported,347,331,-16
Luxembourg,LUX,2021,6,Female,25-34,reported,340,326,-14
Luxembourg,LUX,2021,7,Female,35-44,reported,345,335,-10
Luxembourg,LUX,2021,8,Female,45-54,reported,349,318,-31
Luxembourg,LUX,2021,9,Female,55-64,reported,354,344,-10
Luxembourg,LUX,2021,10,Female,65-74,reported,369,393,24
Luxembourg,LUX,2021,11,Female,75-84,reported,387,422,35
Luxembourg,LUX,2021,12,Female,>85,reported,412,422,10
Latvia,LVA,2020,1,Male,0-24,reported,2555,2514,-41
Latvia,LVA,2020,2,Male,25-34,reported,2447,2230,-217
Latvia,LVA,2020,3,Male,35-44,reported,2593,2372,-221
Latvia,LVA,2020,4,Male,45-54,reported,2394,2341,-53
Latvia,LVA,2020,5,Male,55-64,reported,2270,2308,38
Latvia,LVA,2020,6,Male,65-74,reported,2145,2249,104
Latvia,LVA,2020,7,Male,75-84,reported,2182,2213,31
Latvia,LVA,2020,8,Male,>85,reported,2122,2238,116
Latvia,LVA,2020,9,Female,0-24,reported,2127,2149,22
Latvia,LVA,2020,10,Female,25-34,reported,2276,2429,153
Latvia,LVA,2020,11,Female,35-44,reported,2270,2523,253
Latvia,LVA,2020,12,Female,45-54,reported,2543,3259,716
Latvia,LVA,2021,1,Female,55-64,reported,2537,3569,1032
Latvia,LVA,2021,2,Female,65-74,reported,2427,2824,397
Latvia,LVA,2021,3,Female,75-84,reported,2577,2692,115
Latvia,LVA,2021,4,Female,>85,reported,2374,2556,182
Latvia,LVA,2021,5,Male,0-24,reported,2258,2708,450
Latvia,LVA,2021,6,Male,25-34,reported,2133,2633,500
Latvia,LVA,2021,7,Male,35-44,reported,2170,2560,390
Latvia,LVA,2021,8,Male,45-54,reported,2111,2336,225
Latvia,LVA,2021,9,Male,55-64,reported,2112,2546,434
Latvia,LVA,2021,10,Male,65-74,reported,2265,3570,1305
Latvia,LVA,2021,11,Male,75-84,reported,2254,3583,1329
Latvia,LVA,2021,12,Male,>85,reported,2521,3010,489
Morocco,MAR,2020,1,Female,0-24,predicted,22230,22801,572
Morocco,MAR,2020,2,Female,25-34,predicted,21777,21873,96
Morocco,MAR,2020,3,Female,35-44,predicted,21604,21375,-230
Morocco,MAR,2020,4,Female,45-54,predicted,21358,20775,-583
Morocco,MAR,2020,5,Female,55-64,predicted,20686,20250,-436
Morocco,MAR,2020,6,Female,65-74,predicted,20406,21236,830
Morocco,MAR,2020,7,Female,75-84,predicted,19777,22548,2771
Morocco,MAR,2020,8,Female,>85,predicted,19919,24871,4953
Morocco,MAR,2020,9,Male,0-24,predicted,20352,24851,4499
Morocco,MAR,2020,10,Male,25-34,predicted,21044,26835,5791
Morocco,MAR,2020,11,Male,35-44,predicted,21506,29282,7776
Morocco,MAR,2020,12,Male,45-54,predicted,22038,28247,6209
Morocco,MAR,2021,1,Male,55-64,predicted,22751,25958,3207
Morocco,MAR,2021,2,Male,65-74,predicted,22261,22943,682
Morocco,MAR,2021,3,Male,75-84,predicted,22097,21891,-206
Morocco,MAR,2021,4,Male,>85,predicted,21848,22156,308
Morocco,MAR,2021,5,Female,0-24,predicted,21146,21318,172
Morocco,MAR,2021,6,Female,25-34,predicted,20861,22236,1375
Morocco,MAR,2021,7,Female,35-44,predicted,20213,23747,3534
Morocco,MAR,2021,8,Female,45-54,predicted,20366,30115,9749
Morocco,MAR,2021,9,Female,55-64,predicted,20806,26857,6051
Morocco,MAR,2021,10,Female,65-74,predicted,21519,24367,2849
Morocco,MAR,2021,11,Female,75-84,predicted,21983,24042,2058
Morocco,MAR,2021,12,Female,>85,predicted,22533,25040,2506
Monaco,MCO,2020,1,Male,0-24,reported,45,46,1
Monaco,MCO,2020,2,Male,25-34,reported,44,36,-8
Monaco,MCO,2020,3,Male,35-44,reported,42,53,11
Monaco,MCO,2020,4,Male,45-54,reported,40,45,5
Monaco,MCO,2020,5,Male,55-64,reported,38,38,0
Monaco,MCO,2020,6,Male,65-74,reported,38,39,1
Monaco,MCO,2020,7,Male,75-84,reported,38,37,-1
Monaco,MCO,2020,8,Male,>85,reported,38,43,5
Monaco,MCO,2020,9,Female,0-24,reported,40,44,4
Monaco,MCO,2020,10,Female,25-34,reported,42,47,5
Monaco,MCO,2020,11,Female,35-44,reported,44,42,-2
Monaco,MCO,2020,12,Female,45-54,reported,44,51,7
Monaco,MCO,2021,1,Female,55-64,reported,44,58,14
Monaco,MCO,2021,2,Female,65-74,reported,43,70,27
Monaco,MCO,2021,3,Female,75-84,reported,41,66,25
Monaco,MCO,2021,4,Female,>85,reported,39,40,1
Monaco,MCO,2021,5,Male,0-24,reported,38,58,20
Monaco,MCO,2021,6,Male,25-34,reported,37,27,-10
Monaco,MCO,2021,7,Male,35-44,reported,37,39,2
Monaco,MCO,2021,8,Male,45-54,reported,38,45,7
Monaco,MCO,2021,9,Male,55-64,reported,39,46,7
Monaco,MCO,2021,10,Male,65-74,reported,42,50,8
Monaco,MCO,2021,11,Male,75-84,reported,43,36,-7
Monaco,MCO,2021,12,Male,>85,reported,43,58,15
Republic of Moldova,MDA,2020,1,Female,0-24,reported,3316,3477,161
Republic of Moldova,MDA,2020,2,Female,25-34,reported,3214,3098,-116
Republic of Moldova,MDA,2020,3,Female,35-44,reported,3100,2708,-392
Republic of Moldova,MDA,2020,4,Female,45-54,reported,2980,2275,-705
Republic of Moldova,MDA,2020,5,Female,55-64,reported,2904,3873,969
Republic of Moldova,MDA,2020,6,Female,65-74,reported,2751,3339,588
Republic of Moldova,MDA,2020,7,Female,75-84,reported,2588,3355,767
Republic of Moldova,MDA,2020,8,Female,>85,reported,2529,2707,178
Republic of Moldova,MDA,2020,9,Male,0-24,reported,2654,3467,813
Republic of Moldova,MDA,2020,10,Male,25-34,reported,2888,3829,941
Republic of Moldova,MDA,2020,11,Male,35-44,reported,3113,3736,623
Republic of Moldova,MDA,2020,12,Male,45-54,reported,3243,4852,1609
Republic of Moldova,MDA,2021,1,Male,55-64,reported,3240,4128,888
Republic of Moldova,MDA,2021,2,Male,65-74,reported,3141,3691,550
Republic of Moldova,MDA,2021,3,Male,75-84,reported,3030,4908,1878
Republic of Moldova,MDA,2021,4,Male,>85,reported,2916,4345,1429
Republic of Moldova,MDA,2021,5,Female,0-24,reported,2836,3378,542
Republic of Moldova,MDA,2021,6,Female,25-34,reported,2689,3024,335
Republic of Moldova,MDA,2021,7,Female,35-44,reported,2525,2946,421
Republic of Moldova,MDA,2021,8,Female,45-54,reported,2475,2499,24
Republic of Moldova,MDA,2021,9,Female,55-64,reported,2589,3574,985
Republic of Moldova,MDA,2021,10,Female,65-74,reported,2819,4764,1945
Republic of Moldova,MDA,2021,11,Female,75-84,reported,3044,4713,1669
Republic of Moldova,MDA,2021,12,Female,>85,reported,3178,3416,238
Madagascar,MDG,2020,1,Male,0-24,predicted,14807,14943,136
Madagascar,MDG,2020,2,Male,25-34,predicted,14790,14864,74
Madagascar,MDG,2020,3,Male,35-44,predicted,14838,15074,236
Madagascar,MDG,2020,4,Male,45-54,predicted,14905,13483,-1422
Madagascar,MDG,2020,5,Male,55-64,predicted,15083,14966,-118
Madagascar,MDG,2020,6,Male,65-74,predicted,15261,16012,752
Madagascar,MDG,2020,7,Male,75-84,predicted,15315,19258,3943
Madagascar,MDG,2020,8,Male,>85,predicted,15259,17797,2537
Madagascar,MDG,2020,9,Female,0-24,predicted,15167,16860,1693
Madagascar,MDG,2020,10,Female,25-34,predicted,14981,16173,1192
Madagascar,MDG,2020,11,Female,35-44,predicted,14919,15591,672
Madagascar,MDG,2020,12,Female,45-54,predicted,14806,15479,673
Madagascar,MDG,2021,1,Female,55-64,predicted,14969,16060,1092
Madagascar,MDG,2021,2,Female,65-74,predicted,14956,16114,1158
Madagascar,MDG,2021,3,Female,75-84,predicted,15007,17371,2364
Madagascar,MDG,2021,4,Female,>85,predicted,15074,18159,3085
Madagascar,MDG,2021,5,Male,0-24,predicted,15254,17550,2296
Madagascar,MDG,2021,6,Male,25-34,predicted,15439,16052,613
Madagascar,MDG,2021,7,Male,35-44,predicted,15489,15928,438
Madagascar,MDG,2021,8,Male,45-54,predicted,15431,15381,-49
Madagascar,MDG,2021,9,Male,55-64,predicted,15333,15398,65
Madagascar,MDG,2021,10,Male,65-74,predicted,15147,15311,164
Madagascar,MDG,2021,11,Male,75-84,predicted,15082,15467,385
Madagascar,MDG,2021,12,Male,>85,predicted,14975,16497,1522
Maldives,MDV,2020,1,Female,0-24,reported,96,114,18
Maldives,MDV,2020,2,Female,25-34,reported,99,96,-3
Maldives,MDV,2020,3,Female,35-44,reported,99,109,10
Maldives,MDV,2020,4,Female,45-54,reported,97,91,-6
Maldives,MDV,2020,5,Female,55-64,reported,93,109,16
Maldives,MDV,2020,6,Female,65-74,reported,90,91,1
Maldives,MDV,2020,7,Female,75-84,reported,87,115,28
Maldives,MDV,2020,8,Female,>85,reported,86,129,43
Maldives,MDV,2020,9,Male,0-24,reported,86,112,26
Maldives,MDV,2020,10,Male,25-34,reported,88,103,15
Maldives,MDV,2020,11,Male,35-44,reported,91,110,19
Maldives,MDV,2020,12,Male,45-54,reported,94,96,2
Maldives,MDV,2021,1,Male,55-64,reported,94,146,52
Maldives,MDV,2021,2,Male,65-74,reported,96,142,46
Maldives,MDV,2021,3,Male,75-84,reported,98,127,29
Maldives,MDV,2021,4,Male,>85,reported,95,145,50
Maldives,MDV,2021,5,Female,0-24,reported,92,191,99
Maldives,MDV,2021,6,Female,25-34,reported,88,161,73
Maldives,MDV,2021,7,Female,35-44,reported,86,93,7
Maldives,MDV,2021,8,Female,45-54,reported,85,70,-15
Maldives,MDV,2021,9,Female,55-64,reported,85,70,-15
Maldives,MDV,2021,10,Female,65-74,reported,86,80,-6
Maldives,MDV,2021,11,Female,75-84,reported,89,146,57
Maldives,MDV,2021,12,Female,>85,reported,93,181,88
Mexico,MEX,2020,1,Male,0-24,reported,70247,72329,710
Mexico,MEX,2020,2,Male,25-34,reported,64988,62320,-4040
Mexico,MEX,2020,3,Male,35-44,reported,64660,61368,-4664
Mexico,MEX,2020,4,Male,45-54,reported,60736,67115,5007
Mexico,MEX,2020,5,Male,55-64,reported,61329,98105,35404
Mexico,MEX,2020,6,Male,65-74,reported,58671,107148,47105
Mexico,MEX,2020,7,Male,75-84,reported,60539,116138,54227
Mexico,MEX,2020,8,Male,>85,reported,60104,100088,38612
Mexico,MEX,2020,9,Female,0-24,reported,59027,83267,22868
Mexico,MEX,2020,10,Female,25-34,reported,61620,86374,23381
Mexico,MEX,2020,11,Female,35-44,reported,63633,95508,30503
Mexico,MEX,2020,12,Female,45-54,reported,72069,121483,48042
Mexico,MEX,2021,1,Female,55-64,reported,72209,177091,104176
Mexico,MEX,2021,2,Female,65-74,reported,66736,109601,42160
Mexico,MEX,2021,3,Female,75-84,reported,66525,85605,18375
Mexico,MEX,2021,4,Female,>85,reported,62372,72722,9644
Mexico,MEX,2021,5,Male,0-24,reported,62931,66793,3157
Mexico,MEX,2021,6,Male,25-34,reported,60391,63187,2090
Mexico,MEX,2021,7,Male,35-44,reported,62156,79599,16738
Mexico,MEX,2021,8,Male,45-54,reported,61858,118559,55995
Mexico,MEX,2021,9,Male,55-64,reported,60609,102972,41658
Mexico,MEX,2021,10,Male,65-74,reported,63272,80556,16579
Mexico,MEX,2021,11,Male,75-84,reported,65430,70992,4857
Mexico,MEX,2021,12,Male,>85,reported,73955,74446,-215
Marshall Islands,MHL,2020,1,Female,0-24,predicted,27,26,-1
Marshall Islands,MHL,2020,2,Female,25-34,predicted,27,27,0
Marshall Islands,MHL,2020,3,Female,35-44,predicted,27,27,0
Marshall Islands,MHL,2020,4,Female,45-54,predicted,27,29,2
Marshall Islands,MHL,2020,5,Female,55-64,predicted,27,30,3
Marshall Islands,MHL,2020,6,Female,65-74,predicted,27,30,3
Marshall Islands,MHL,2020,7,Female,75-84,predicted,27,30,3
Marshall Islands,MHL,2020,8,Female,>85,predicted,27,29,2
Marshall Islands,MHL,2020,9,Male,0-24,predicted,27,30,2
Marshall Islands,MHL,2020,10,Male,25-34,predicted,27,29,2
Marshall Islands,MHL,2020,11,Male,35-44,predicted,27,29,2
Marshall Islands,MHL,2020,12,Male,45-54,predicted,27,29,2
Marshall Islands,MHL,2021,1,Male,55-64,predicted,27,27,1
Marshall Islands,MHL,2021,2,Male,65-74,predicted,27,27,0
Marshall Islands,MHL,2021,3,Male,75-84,predicted,27,27,0
Marshall Islands,MHL,2021,4,Male,>85,predicted,27,27,0
Marshall Islands,MHL,2021,5,Female,0-24,predicted,27,27,1
Marshall Islands,MHL,2021,6,Female,25-34,predicted,27,28,2
Marshall Islands,MHL,2021,7,Female,35-44,predicted,27,30,3
Marshall Islands,MHL,2021,8,Female,45-54,predicted,27,30,3
Marshall Islands,MHL,2021,9,Female,55-64,predicted,27,30,3
Marshall Islands,MHL,2021,10,Female,65-74,predicted,27,30,3
Marshall Islands,MHL,2021,11,Female,75-84,predicted,27,32,5
Marshall Islands,MHL,2021,12,Female,>85,predicted,27,32,5
North Macedonia,MKD,2020,1,Male,0-24,reported,2201,2120,-81
North Macedonia,MKD,2020,2,Male,25-34,reported,2168,1976,-192
North Macedonia,MKD,2020,3,Male,35-44,reported,2072,2001,-71
North Macedonia,MKD,2020,4,Male,45-54,reported,1957,2095,138
North Macedonia,MKD,2020,5,Male,55-64,reported,1885,1981,96
North Macedonia,MKD,2020,6,Male,65-74,reported,1838,2315,477
North Macedonia,MKD,2020,7,Male,75-84,reported,1827,2275,448
North Macedonia,MKD,2020,8,Male,>85,reported,1822,2206,384
North Macedonia,MKD,2020,9,Female,0-24,reported,1843,2110,267
North Macedonia,MKD,2020,10,Female,25-34,reported,1943,2764,821
North Macedonia,MKD,2020,11,Female,35-44,reported,2068,4599,2531
North Macedonia,MKD,2020,12,Female,45-54,reported,2185,3929,1744
North Macedonia,MKD,2021,1,Female,55-64,reported,2186,2954,766
North Macedonia,MKD,2021,2,Female,65-74,reported,2157,2412,253
North Macedonia,MKD,2021,3,Female,75-84,reported,2062,3296,1233
North Macedonia,MKD,2021,4,Female,>85,reported,1951,3840,1888
North Macedonia,MKD,2021,5,Male,0-24,reported,1872,2589,715
North Macedonia,MKD,2021,6,Male,25-34,reported,1822,2117,293
North Macedonia,MKD,2021,7,Male,35-44,reported,1821,2061,238
North Macedonia,MKD,2021,8,Male,45-54,reported,1810,3315,1503
North Macedonia,MKD,2021,9,Male,55-64,reported,1830,3271,1439
North Macedonia,MKD,2021,10,Male,65-74,reported,1931,2762,830
North Macedonia,MKD,2021,11,Male,75-84,reported,2055,2673,617
North Macedonia,MKD,2021,12,Male,>85,reported,2176,2798,621
Mali,MLI,2020,1,Female,0-24,predicted,13443,14030,587
Mali,MLI,2020,2,Female,25-34,predicted,13181,13374,193
Mali,MLI,2020,3,Female,35-44,predicted,12867,13149,282
Mali,MLI,2020,4,Female,45-54,predicted,12626,12150,-476
Mali,MLI,2020,5,Female,55-64,predicted,12447,13278,831
Mali,MLI,2020,6,Female,65-74,predicted,12447,13921,1474
Mali,MLI,2020,7,Female,75-84,predicted,12593,13636,1042
Mali,MLI,2020,8,Female,>85,predicted,12717,13251,534
Mali,MLI,2020,9,Male,0-24,predicted,12726,13059,334
Mali,MLI,2020,10,Male,25-34,predicted,12805,12610,-195
Mali,MLI,2020,11,Male,35-44,predicted,13117,13166,49
Mali,MLI,2020,12,Male,45-54,predicted,13272,14020,748
Mali,MLI,2021,1,Male,55-64,predicted,13410,14097,687
Mali,MLI,2021,2,Male,65-74,predicted,13148,13756,608
Mali,MLI,2021,3,Male,75-84,predicted,12836,13765,929
Mali,MLI,2021,4,Male,>85,predicted,12593,13562,968
Mali,MLI,2021,5,Female,0-24,predicted,12415,13054,638
Mali,MLI,2021,6,Female,25-34,predicted,12416,13073,656
Mali,MLI,2021,7,Female,35-44,predicted,12562,13429,868
Mali,MLI,2021,8,Female,45-54,predicted,12686,13212,525
Mali,MLI,2021,9,Female,55-64,predicted,12695,12799,103
Mali,MLI,2021,10,Female,65-74,predicted,12773,12659,-115
Mali,MLI,2021,11,Female,75-84,predicted,13081,13374,293
Mali,MLI,2021,12,Female,>85,predicted,13238,14026,789
Malta,MLT,2020,1,Male,0-24,reported,368,395,27
Malta,MLT,2020,2,Male,25-34,reported,373,317,-56
Malta,MLT,2020,3,Male,35-44,reported,343,376,33
Malta,MLT,2020,4,Male,45-54,reported,308,325,17
Malta,MLT,2020,5,Male,55-64,reported,288,295,7
Malta,MLT,2020,6,Male,65-74,reported,276,254,-22
Malta,MLT,2020,7,Male,75-84,reported,275,294,19
Malta,MLT,2020,8,Male,>85,reported,273,334,61
Malta,MLT,2020,9,Female,0-24,reported,266,305,39
Malta,MLT,2020,10,Female,25-34,reported,277,325,48
Malta,MLT,2020,11,Female,35-44,reported,311,394,83
Malta,MLT,2020,12,Female,45-54,reported,374,470,96
Malta,MLT,2021,1,Female,55-64,reported,375,428,53
Malta,MLT,2021,2,Female,65-74,reported,380,403,23
Malta,MLT,2021,3,Female,75-84,reported,350,426,76
Malta,MLT,2021,4,Female,>85,reported,313,287,-26
Malta,MLT,2021,5,Male,0-24,reported,293,324,31
Malta,MLT,2021,6,Male,25-34,reported,282,271,-11
Malta,MLT,2021,7,Male,35-44,reported,280,318,38
Malta,MLT,2021,8,Male,45-54,reported,279,374,95
Malta,MLT,2021,9,Male,55-64,reported,271,294,23
Malta,MLT,2021,10,Male,65-74,reported,282,300,18
Malta,MLT,2021,11,Male,75-84,reported,317,323,6
Malta,MLT,2021,12,Male,>85,reported,381,397,16
Myanmar,MMR,2020,1,Female,0-24,predicted,32158,33733,1574
Myanmar,MMR,2020,2,Female,25-34,predicted,31783,32227,444
Myanmar,MMR,2020,3,Female,35-44,predicted,31246,30249,-997
Myanmar,MMR,2020,4,Female,45-54,predicted,30904,28263,-2641
Myanmar,MMR,2020,5,Female,55-64,predicted,30701,28651,-2049
Myanmar,MMR,2020,6,Female,65-74,predicted,30792,30001,-791
Myanmar,MMR,2020,7,Female,75-84,predicted,30852,30839,-13
Myanmar,MMR,2020,8,Female,>85,predicted,30877,31093,217
Myanmar,MMR,2020,9,Male,0-24,predicted,30842,33477,2635
Myanmar,MMR,2020,10,Male,25-34,predicted,30988,34418,3430
Myanmar,MMR,2020,11,Male,35-44,predicted,31428,34490,3063
Myanmar,MMR,2020,12,Male,45-54,predicted,32085,35456,3371
Myanmar,MMR,2021,1,Male,55-64,predicted,31770,33095,1325
Myanmar,MMR,2021,2,Male,65-74,predicted,31515,31279,-236
Myanmar,MMR,2021,3,Male,75-84,predicted,30841,29308,-1533
Myanmar,MMR,2021,4,Male,>85,predicted,30483,28803,-1680
Myanmar,MMR,2021,5,Female,0-24,predicted,30376,29282,-1094
Myanmar,MMR,2021,6,Female,25-34,predicted,30513,31271,759
Myanmar,MMR,2021,7,Female,35-44,predicted,30511,46546,16035
Myanmar,MMR,2021,8,Female,45-54,predicted,30493,46224,15731
Myanmar,MMR,2021,9,Female,55-64,predicted,30442,36635,6193
Myanmar,MMR,2021,10,Female,65-74,predicted,30590,34058,3468
Myanmar,MMR,2021,11,Female,75-84,predicted,31090,33293,2203
Myanmar,MMR,2021,12,Female,>85,predicted,31706,34378,2671
Montenegro,MNE,2020,1,Male,0-24,reported,681,617,-64
Montenegro,MNE,2020,2,Male,25-34,reported,661,625,-36
Montenegro,MNE,2020,3,Male,35-44,reported,631,644,13
Montenegro,MNE,2020,4,Male,45-54,reported,596,536,-60
Montenegro,MNE,2020,5,Male,55-64,reported,569,539,-30
Montenegro,MNE,2020,6,Male,65-74,reported,571,537,-34
Montenegro,MNE,2020,7,Male,75-84,reported,575,728,153
Montenegro,MNE,2020,8,Male,>85,reported,565,644,79
Montenegro,MNE,2020,9,Female,0-24,reported,560,664,104
Montenegro,MNE,2020,10,Female,25-34,reported,584,804,220
Montenegro,MNE,2020,11,Female,35-44,reported,626,831,205
Montenegro,MNE,2020,12,Female,45-54,reported,682,871,189
Montenegro,MNE,2021,1,Female,55-64,reported,684,906,222
Montenegro,MNE,2021,2,Female,65-74,reported,663,930,267
Montenegro,MNE,2021,3,Female,75-84,reported,634,1047,413
Montenegro,MNE,2021,4,Female,>85,reported,598,930,332
Montenegro,MNE,2021,5,Male,0-24,reported,574,735,161
Montenegro,MNE,2021,6,Male,25-34,reported,573,597,24
Montenegro,MNE,2021,7,Male,35-44,reported,579,649,70
Montenegro,MNE,2021,8,Male,45-54,reported,570,815,245
Montenegro,MNE,2021,9,Male,55-64,reported,564,870,306
Montenegro,MNE,2021,10,Male,65-74,reported,586,902,316
Montenegro,MNE,2021,11,Male,75-84,reported,629,908,279
Montenegro,MNE,2021,12,Male,>85,reported,687,840,153
Mongolia,MNG,2020,1,Female,0-24,reported,1705,1613,-93
Mongolia,MNG,2020,2,Female,25-34,reported,1706,1533,-174
Mongolia,MNG,2020,3,Female,35-44,reported,1710,1526,-185
Mongolia,MNG,2020,4,Female,45-54,reported,1709,1547,-163
Mongolia,MNG,2020,5,Female,55-64,reported,1712,1521,-192
Mongolia,MNG,2020,6,Female,65-74,reported,1714,1542,-173
Mongolia,MNG,2020,7,Female,75-84,reported,1715,1656,-60
Mongolia,MNG,2020,8,Female,>85,reported,1720,1572,-149
