Country,iso3,year,month,sex,age_group,type,expected.mean,acm.mean,excess.mean*
Bahrain,BHR,2020,10,Female,25-34,predicted,415,468,53
Bahrain,BHR,2020,11,Female,35-44,predicted,427,444,18
Bahrain,BHR,2020,12,Female,45-54,predicted,442,450,8
Bahrain,BHR,2021,1,Female,55-64,predicted,482,497,15
Bahrain,BHR,2021,2,Female,65-74,predicted,472,516,44
Bahrain,BHR,2021,3,Female,75-84,predicted,465,532,67
Bahrain,BHR,2021,4,Female,>85,predicted,449,563,114
Bahrain,BHR,2021,5,Male,0-24,predicted,433,653,220
Bahrain,BHR,2021,6,Male,25-34,predicted,423,691,268
Bahrain,BHR,2021,7,Male,35-44,predicted,419,539,119
Bahrain,BHR,2021,8,Male,45-54,predicted,422,479,58
Bahrain,BHR,2021,9,Male,55-64,predicted,430,474,44
Bahrain,BHR,2021,10,Male,65-74,predicted,447,482,35
Bahrain,BHR,2021,11,Male,75-84,predicted,460,487,27
Bahrain,BHR,2021,12,Male,>85,predicted,476,511,36
Bahamas,BHS,2020,1,Female,0-24,reported,253,282,29
Bahamas,BHS,2020,2,Female,25-34,reported,254,242,-12
Bahamas,BHS,2020,3,Female,35-44,reported,254,251,-4
Bahamas,BHS,2020,4,Female,45-54,reported,255,247,-9
Bahamas,BHS,2020,5,Female,55-64,reported,256,223,-33
Bahamas,BHS,2020,6,Female,65-74,reported,257,226,-31
Bahamas,BHS,2020,7,Female,75-84,reported,257,298,40
Bahamas,BHS,2020,8,Female,>85,reported,258,370,111
Bahamas,BHS,2020,9,Male,0-24,reported,259,353,94
Bahamas,BHS,2020,10,Male,25-34,reported,260,360,100
Bahamas,BHS,2020,11,Male,35-44,reported,261,293,32
Bahamas,BHS,2020,12,Male,45-54,reported,262,268,6
Bahamas,BHS,2021,1,Male,55-64,reported,263,265,2
Bahamas,BHS,2021,2,Male,65-74,reported,263,248,-15
Bahamas,BHS,2021,3,Male,75-84,reported,264,271,7
Bahamas,BHS,2021,4,Male,>85,reported,265,266,1
Bahamas,BHS,2021,5,Female,0-24,reported,266,265,-1
Bahamas,BHS,2021,6,Female,25-34,reported,267,264,-3
Bahamas,BHS,2021,7,Female,35-44,reported,267,379,112
Bahamas,BHS,2021,8,Female,45-54,reported,268,595,327
Bahamas,BHS,2021,9,Female,55-64,reported,269,553,284
Bahamas,BHS,2021,10,Female,65-74,reported,269,450,181
Bahamas,BHS,2021,11,Female,75-84,reported,270,272,2
Bahamas,BHS,2021,12,Female,>85,reported,272,306,34
Bosnia and Herzegovina,BIH,2020,1,Male,0-24,reported,3202,2800,-402
Bosnia and Herzegovina,BIH,2020,2,Male,25-34,reported,3286,3203,-83
Bosnia and Herzegovina,BIH,2020,3,Male,35-44,reported,3242,2970,-272
Bosnia and Herzegovina,BIH,2020,4,Male,45-54,reported,3085,3207,122
Bosnia and Herzegovina,BIH,2020,5,Male,55-64,reported,2940,2938,-2
Bosnia and Herzegovina,BIH,2020,6,Male,65-74,reported,2820,2953,133
Bosnia and Herzegovina,BIH,2020,7,Male,75-84,reported,2778,3066,288
Bosnia and Herzegovina,BIH,2020,8,Male,>85,reported,2772,3329,557
Bosnia and Herzegovina,BIH,2020,9,Female,0-24,reported,2796,3459,663
Bosnia and Herzegovina,BIH,2020,10,Female,25-34,reported,2893,3506,613
Bosnia and Herzegovina,BIH,2020,11,Female,35-44,reported,3022,5410,2388
Bosnia and Herzegovina,BIH,2020,12,Female,45-54,reported,3175,5962,2787
Bosnia and Herzegovina,BIH,2021,1,Female,55-64,reported,3176,3452,276
Bosnia and Herzegovina,BIH,2021,2,Female,65-74,reported,3262,3454,192
Bosnia and Herzegovina,BIH,2021,3,Female,75-84,reported,3214,4787,1573
Bosnia and Herzegovina,BIH,2021,4,Female,>85,reported,3059,6051,2992
Bosnia and Herzegovina,BIH,2021,5,Male,0-24,reported,2915,4223,1308
Bosnia and Herzegovina,BIH,2021,6,Male,25-34,reported,2800,3276,476
Bosnia and Herzegovina,BIH,2021,7,Male,35-44,reported,2759,3067,308
Bosnia and Herzegovina,BIH,2021,8,Male,45-54,reported,2751,3019,268
Bosnia and Herzegovina,BIH,2021,9,Male,55-64,reported,2773,3779,1006
Bosnia and Herzegovina,BIH,2021,10,Male,65-74,reported,2875,4125,1250
Bosnia and Herzegovina,BIH,2021,11,Male,75-84,reported,3002,4615,1613
Bosnia and Herzegovina,BIH,2021,12,Male,>85,reported,3153,4655,1502
Belarus,BLR,2020,1,Female,0-24,reported,10431,10725,294
Belarus,BLR,2020,2,Female,25-34,reported,10479,9622,-857
Belarus,BLR,2020,3,Female,35-44,reported,10490,10690,200
Belarus,BLR,2020,4,Female,45-54,reported,10325,10886,560
Belarus,BLR,2020,5,Female,55-64,reported,9999,11966,1966
Belarus,BLR,2020,6,Female,65-74,reported,9608,13016,3407
Belarus,BLR,2020,7,Female,75-84,reported,9355,10759,1403
Belarus,BLR,2020,8,Female,>85,reported,9291,10413,1122
Belarus,BLR,2020,9,Male,0-24,reported,9444,10659,1215
Belarus,BLR,2020,10,Male,25-34,reported,9837,12704,2867
Belarus,BLR,2020,11,Male,35-44,reported,10136,15565,5429
Belarus,BLR,2020,12,Male,45-54,reported,10429,17531,7102
Belarus,BLR,2021,1,Male,55-64,reported,10438,16127,5689
Belarus,BLR,2021,2,Male,65-74,reported,10465,12554,2089
Belarus,BLR,2021,3,Male,75-84,reported,10484,11036,551
Belarus,BLR,2021,4,Male,>85,predicted,10321,11781,1459
Belarus,BLR,2021,5,Female,0-24,predicted,10008,11652,1644
Belarus,BLR,2021,6,Female,25-34,predicted,9589,11276,1687
Belarus,BLR,2021,7,Female,35-44,predicted,9350,11348,1997
Belarus,BLR,2021,8,Female,45-54,predicted,9287,11370,2082
Belarus,BLR,2021,9,Female,55-64,predicted,9445,11632,2187
Belarus,BLR,2021,10,Female,65-74,predicted,9829,12337,2507
Belarus,BLR,2021,11,Female,75-84,predicted,10134,12421,2286
Belarus,BLR,2021,12,Female,>85,predicted,10439,12391,1951
Belize,BLZ,2020,1,Male,0-24,reported,172,178,6
Belize,BLZ,2020,2,Male,25-34,reported,174,166,-8
Belize,BLZ,2020,3,Male,35-44,reported,174,166,-8
Belize,BLZ,2020,4,Male,45-54,reported,171,145,-26
Belize,BLZ,2020,5,Male,55-64,reported,168,157,-11
Belize,BLZ,2020,6,Male,65-74,reported,165,168,3
Belize,BLZ,2020,7,Male,75-84,reported,164,156,-8
Belize,BLZ,2020,8,Male,>85,reported,164,156,-8
Belize,BLZ,2020,9,Female,0-24,reported,166,149,-17
Belize,BLZ,2020,10,Female,25-34,reported,169,189,20
Belize,BLZ,2020,11,Female,35-44,reported,173,253,80
Belize,BLZ,2020,12,Female,45-54,reported,176,275,99
Belize,BLZ,2021,1,Female,55-64,reported,176,198,19
Belize,BLZ,2021,2,Female,65-74,reported,178,184,3
Belize,BLZ,2021,3,Female,75-84,reported,177,171,-10
Belize,BLZ,2021,4,Female,>85,reported,175,143,-36
Belize,BLZ,2021,5,Male,0-24,reported,172,170,-5
Belize,BLZ,2021,6,Male,25-34,reported,169,178,6
Belize,BLZ,2021,7,Male,35-44,reported,168,165,-6
Belize,BLZ,2021,8,Male,45-54,reported,168,242,70
Belize,BLZ,2021,9,Male,55-64,reported,170,255,81
Belize,BLZ,2021,10,Male,65-74,reported,173,287,110
Belize,BLZ,2021,11,Male,75-84,reported,177,314,134
Belize,BLZ,2021,12,Male,>85,reported,181,182,-2
Bolivia (Plurinational State of),BOL,2020,1,Female,0-24,reported,6725,7182,453
Bolivia (Plurinational State of),BOL,2020,2,Female,25-34,reported,6233,6645,408
Bolivia (Plurinational State of),BOL,2020,3,Female,35-44,reported,6620,7179,556
Bolivia (Plurinational State of),BOL,2020,4,Female,45-54,reported,6442,5166,-1279
Bolivia (Plurinational State of),BOL,2020,5,Female,55-64,reported,6794,7252,455
Bolivia (Plurinational State of),BOL,2020,6,Female,65-74,reported,7012,13644,6629
Bolivia (Plurinational State of),BOL,2020,7,Female,75-84,reported,7047,24352,17301
Bolivia (Plurinational State of),BOL,2020,8,Female,>85,reported,6831,12613,5778
Bolivia (Plurinational State of),BOL,2020,9,Male,0-24,reported,6535,7979,1441
Bolivia (Plurinational State of),BOL,2020,10,Male,25-34,reported,6607,7571,961
Bolivia (Plurinational State of),BOL,2020,11,Male,35-44,reported,6414,7068,651
Bolivia (Plurinational State of),BOL,2020,12,Male,45-54,reported,6806,7342,533
Bolivia (Plurinational State of),BOL,2021,1,Male,55-64,reported,6815,15192,8361
Bolivia (Plurinational State of),BOL,2021,2,Male,65-74,reported,6323,11241,4902
Bolivia (Plurinational State of),BOL,2021,3,Male,75-84,reported,6708,9176,2452
Bolivia (Plurinational State of),BOL,2021,4,Male,>85,reported,6526,8628,2086
Bolivia (Plurinational State of),BOL,2021,5,Female,0-24,reported,6895,13788,6877
Bolivia (Plurinational State of),BOL,2021,6,Female,25-34,reported,7114,16139,9009
Bolivia (Plurinational State of),BOL,2021,7,Female,35-44,reported,7137,11620,4467
Bolivia (Plurinational State of),BOL,2021,8,Female,45-54,reported,6923,9269,2330
Bolivia (Plurinational State of),BOL,2021,9,Female,55-64,reported,6614,7715,1085
Bolivia (Plurinational State of),BOL,2021,10,Female,65-74,reported,6702,7682,964
Bolivia (Plurinational State of),BOL,2021,11,Female,75-84,reported,6497,7921,1408
Bolivia (Plurinational State of),BOL,2021,12,Female,>85,reported,6899,9995,3080
Brazil,BRA,2020,1,Male,0-24,reported,111263,110932,-536
Brazil,BRA,2020,2,Male,25-34,reported,101248,104255,2802
Brazil,BRA,2020,3,Male,35-44,reported,112277,117888,5405
Brazil,BRA,2020,4,Male,45-54,reported,113377,123596,10013
Brazil,BRA,2020,5,Male,55-64,reported,120100,154511,34206
Brazil,BRA,2020,6,Male,65-74,reported,120341,140663,20116
Brazil,BRA,2020,7,Male,75-84,reported,124361,145262,20695
Brazil,BRA,2020,8,Male,>85,reported,118083,141329,23040
Brazil,BRA,2020,9,Female,0-24,reported,111471,127115,15438
Brazil,BRA,2020,10,Female,25-34,reported,112283,128797,16309
Brazil,BRA,2020,11,Female,35-44,reported,107037,122598,15355
Brazil,BRA,2020,12,Female,45-54,reported,112569,139878,27104
Brazil,BRA,2021,1,Female,55-64,reported,112742,151728,38527
Brazil,BRA,2021,2,Female,65-74,reported,102580,137029,33989
Brazil,BRA,2021,3,Female,75-84,reported,113821,209406,95125
Brazil,BRA,2021,4,Female,>85,reported,114774,196654,81420
Brazil,BRA,2021,5,Male,0-24,reported,121806,182945,60679
Brazil,BRA,2021,6,Male,25-34,reported,121920,172187,49808
Brazil,BRA,2021,7,Male,35-44,reported,125988,158549,32101
Brazil,BRA,2021,8,Male,45-54,reported,119616,143594,23519
Brazil,BRA,2021,9,Male,55-64,reported,113010,125984,12514
Brazil,BRA,2021,10,Male,65-74,reported,113799,125180,10921
Brazil,BRA,2021,11,Male,75-84,reported,108394,119930,11076
Brazil,BRA,2021,12,Male,>85,reported,114176,132436,17801
Barbados,BRB,2020,1,Female,0-24,reported,233,255,22
Barbados,BRB,2020,2,Female,25-34,reported,232,224,-9
Barbados,BRB,2020,3,Female,35-44,reported,231,244,13
Barbados,BRB,2020,4,Female,45-54,reported,231,183,-48
Barbados,BRB,2020,5,Female,55-64,reported,230,245,15
Barbados,BRB,2020,6,Female,65-74,reported,229,238,9
Barbados,BRB,2020,7,Female,75-84,reported,230,229,-1
Barbados,BRB,2020,8,Female,>85,reported,231,233,2
Barbados,BRB,2020,9,Male,0-24,reported,232,187,-45
Barbados,BRB,2020,10,Male,25-34,reported,235,225,-10
Barbados,BRB,2020,11,Male,35-44,reported,237,209,-28
Barbados,BRB,2020,12,Male,45-54,reported,237,241,4
Barbados,BRB,2021,1,Male,55-64,reported,238,173,-65
Barbados,BRB,2021,2,Male,65-74,reported,236,220,-16
Barbados,BRB,2021,3,Male,75-84,reported,237,322,85
Barbados,BRB,2021,4,Male,>85,reported,236,189,-47
Barbados,BRB,2021,5,Female,0-24,reported,233,221,-12
Barbados,BRB,2021,6,Female,25-34,reported,234,246,12
Barbados,BRB,2021,7,Female,35-44,reported,233,143,-90
Barbados,BRB,2021,8,Female,45-54,reported,235,248,13
Barbados,BRB,2021,9,Female,55-64,reported,238,236,-2
Barbados,BRB,2021,10,Female,65-74,reported,240,279,39
Barbados,BRB,2021,11,Female,75-84,reported,241,298,57
Barbados,BRB,2021,12,Female,>85,reported,241,320,79
Brunei Darussalam,BRN,2020,1,Male,0-24,reported,178,223,45
Brunei Darussalam,BRN,2020,2,Male,25-34,reported,178,184,6
Brunei Darussalam,BRN,2020,3,Male,35-44,reported,178,184,6
Brunei Darussalam,BRN,2020,4,Male,45-54,reported,179,168,-11
Brunei Darussalam,BRN,2020,5,Male,55-64,reported,179,165,-14
Brunei Darussalam,BRN,2020,6,Male,65-74,reported,179,221,42
Brunei Darussalam,BRN,2020,7,Male,75-84,reported,180,170,-10
Brunei Darussalam,BRN,2020,8,Male,>85,reported,181,180,-1
Brunei Darussalam,BRN,2020,9,Female,0-24,reported,180,148,-32
Brunei Darussalam,BRN,2020,10,Female,25-34,reported,181,162,-19
Brunei Darussalam,BRN,2020,11,Female,35-44,reported,181,156,-25
Brunei Darussalam,BRN,2020,12,Female,45-54,reported,181,170,-11
Brunei Darussalam,BRN,2021,1,Female,55-64,reported,182,151,-31
Brunei Darussalam,BRN,2021,2,Female,65-74,reported,182,176,-6
Brunei Darussalam,BRN,2021,3,Female,75-84,reported,183,193,10
Brunei Darussalam,BRN,2021,4,Female,>85,reported,183,180,-3
Brunei Darussalam,BRN,2021,5,Male,0-24,reported,184,170,-14
Brunei Darussalam,BRN,2021,6,Male,25-34,reported,184,199,15
Brunei Darussalam,BRN,2021,7,Male,35-44,reported,184,188,4
Brunei Darussalam,BRN,2021,8,Male,45-54,reported,185,65,-120
Brunei Darussalam,BRN,2021,9,Male,55-64,reported,185,71,-114
Brunei Darussalam,BRN,2021,10,Male,65-74,reported,186,160,-26
Brunei Darussalam,BRN,2021,11,Male,75-84,reported,186,381,195
Brunei Darussalam,BRN,2021,12,Male,>85,reported,186,331,145
Bhutan,BTN,2020,1,Female,0-24,predicted,407,419,12
Bhutan,BTN,2020,2,Female,25-34,predicted,401,397,-4
Bhutan,BTN,2020,3,Female,35-44,predicted,392,367,-25
Bhutan,BTN,2020,4,Female,45-54,predicted,388,334,-54
Bhutan,BTN,2020,5,Female,55-64,predicted,381,335,-46
Bhutan,BTN,2020,6,Female,65-74,predicted,374,343,-30
Bhutan,BTN,2020,7,Female,75-84,predicted,372,355,-18
Bhutan,BTN,2020,8,Female,>85,predicted,372,372,0
Bhutan,BTN,2020,9,Male,0-24,predicted,375,380,5
Bhutan,BTN,2020,10,Male,25-34,predicted,379,389,10
Bhutan,BTN,2020,11,Male,35-44,predicted,392,406,13
Bhutan,BTN,2020,12,Male,45-54,predicted,402,409,8
Bhutan,BTN,2021,1,Male,55-64,predicted,416,402,-14
Bhutan,BTN,2021,2,Male,65-74,predicted,410,377,-33
Bhutan,BTN,2021,3,Male,75-84,predicted,401,367,-34
Bhutan,BTN,2021,4,Male,>85,predicted,397,360,-37
Bhutan,BTN,2021,5,Female,0-24,predicted,389,350,-39
Bhutan,BTN,2021,6,Female,25-34,predicted,382,352,-30
Bhutan,BTN,2021,7,Female,35-44,predicted,381,363,-18
Bhutan,BTN,2021,8,Female,45-54,predicted,380,362,-18
Bhutan,BTN,2021,9,Female,55-64,predicted,384,360,-24
Bhutan,BTN,2021,10,Female,65-74,predicted,388,382,-6
Bhutan,BTN,2021,11,Female,75-84,predicted,401,414,13
Bhutan,BTN,2021,12,Female,>85,predicted,410,439,29
Botswana,BWA,2020,1,Male,0-24,predicted,1680,1708,29
Botswana,BWA,2020,2,Male,25-34,predicted,1686,1666,-21
Botswana,BWA,2020,3,Male,35-44,predicted,1701,1683,-18
Botswana,BWA,2020,4,Male,45-54,predicted,1730,1569,-161
Botswana,BWA,2020,5,Male,55-64,predicted,1771,1671,-100
Botswana,BWA,2020,6,Male,65-74,predicted,1805,1766,-39
Botswana,BWA,2020,7,Male,75-84,predicted,1811,1842,31
Botswana,BWA,2020,8,Male,>85,predicted,1787,1875,88
Botswana,BWA,2020,9,Female,0-24,predicted,1735,1838,103
Botswana,BWA,2020,10,Female,25-34,predicted,1694,1762,68
Botswana,BWA,2020,11,Female,35-44,predicted,1686,1739,54
Botswana,BWA,2020,12,Female,45-54,predicted,1684,1758,74
Botswana,BWA,2021,1,Female,55-64,predicted,1687,1988,301
Botswana,BWA,2021,2,Female,65-74,predicted,1695,2174,479
Botswana,BWA,2021,3,Female,75-84,predicted,1709,2352,643
Botswana,BWA,2021,4,Female,>85,predicted,1740,2166,426
Botswana,BWA,2021,5,Male,0-24,predicted,1780,2177,397
Botswana,BWA,2021,6,Male,25-34,predicted,1815,2474,660
Botswana,BWA,2021,7,Male,35-44,predicted,1821,2818,997
Botswana,BWA,2021,8,Male,45-54,predicted,1796,3314,1518
Botswana,BWA,2021,9,Male,55-64,predicted,1742,2215,473
Botswana,BWA,2021,10,Male,65-74,predicted,1702,1932,230
Botswana,BWA,2021,11,Male,75-84,predicted,1695,1786,91
Botswana,BWA,2021,12,Male,>85,predicted,1693,1846,153
Central African Republic,CAF,2020,1,Female,0-24,predicted,4644,4678,33
Central African Republic,CAF,2020,2,Female,25-34,predicted,4577,4591,14
Central African Republic,CAF,2020,3,Female,35-44,predicted,4532,4552,20
Central African Republic,CAF,2020,4,Female,45-54,predicted,4537,4301,-236
Central African Republic,CAF,2020,5,Female,55-64,predicted,4573,4626,53
Central African Republic,CAF,2020,6,Female,65-74,predicted,4612,5254,642
Central African Republic,CAF,2020,7,Female,75-84,predicted,4644,5071,427
Central African Republic,CAF,2020,8,Female,>85,predicted,4651,5009,358
Central African Republic,CAF,2020,9,Male,0-24,predicted,4644,4914,270
Central African Republic,CAF,2020,10,Male,25-34,predicted,4623,4824,201
Central African Republic,CAF,2020,11,Male,35-44,predicted,4625,4763,138
Central African Republic,CAF,2020,12,Male,45-54,predicted,4623,4733,110
Central African Republic,CAF,2021,1,Male,55-64,predicted,4533,4760,227
Central African Republic,CAF,2021,2,Male,65-74,predicted,4469,4815,346
Central African Republic,CAF,2021,3,Male,75-84,predicted,4424,4967,543
Central African Republic,CAF,2021,4,Male,>85,predicted,4426,4974,548
Central African Republic,CAF,2021,5,Female,0-24,predicted,4463,5007,543
Central African Republic,CAF,2021,6,Female,25-34,predicted,4498,4987,489
Central African Republic,CAF,2021,7,Female,35-44,predicted,4532,5074,542
Central African Republic,CAF,2021,8,Female,45-54,predicted,4527,4934,407
Central African Republic,CAF,2021,9,Female,55-64,predicted,4538,4761,222
Central African Republic,CAF,2021,10,Female,65-74,predicted,4510,4625,115
Central African Republic,CAF,2021,11,Female,75-84,predicted,4514,4687,173
Central African Republic,CAF,2021,12,Female,>85,predicted,4501,4767,266
Canada,CAN,2020,1,Male,0-24,reported,26836,27074,238
Canada,CAN,2020,2,Male,25-34,reported,24759,23925,-834
Canada,CAN,2020,3,Male,35-44,reported,25905,25962,57
Canada,CAN,2020,4,Male,45-54,reported,24388,28686,4298
Canada,CAN,2020,5,Male,55-64,reported,23932,27134,3202
Canada,CAN,2020,6,Male,65-74,reported,22424,22766,342
Canada,CAN,2020,7,Male,75-84,reported,22817,23379,562
Canada,CAN,2020,8,Male,>85,reported,22798,23629,831
Canada,CAN,2020,9,Female,0-24,reported,22778,23693,915
Canada,CAN,2020,10,Female,25-34,reported,24573,25600,1027
Canada,CAN,2020,11,Female,35-44,reported,24614,26707,2092
Canada,CAN,2020,12,Female,45-54,reported,27326,29147,1821
Canada,CAN,2021,1,Female,55-64,reported,27393,29903,2442
Canada,CAN,2021,2,Female,65-74,reported,25297,24599,-766
Canada,CAN,2021,3,Female,75-84,reported,26403,25559,-912
Canada,CAN,2021,4,Female,>85,reported,24897,24959,-5
Canada,CAN,2021,5,Male,0-24,reported,24402,25405,935
Canada,CAN,2021,6,Male,25-34,reported,22889,23696,739
Canada,CAN,2021,7,Male,35-44,reported,23301,24469,1100
Canada,CAN,2021,8,Male,45-54,reported,23283,24983,1632
Canada,CAN,2021,9,Male,55-64,reported,23250,25754,2436
Canada,CAN,2021,10,Male,65-74,reported,25037,27161,2056
Canada,CAN,2021,11,Male,75-84,reported,25114,26986,1804
Canada,CAN,2021,12,Male,>85,reported,27925,28482,489
Switzerland,CHE,2020,1,Female,0-24,reported,6165,6158,-7
Switzerland,CHE,2020,2,Female,25-34,reported,6219,5713,-506
Switzerland,CHE,2020,3,Female,35-44,reported,5976,6643,667
Switzerland,CHE,2020,4,Female,45-54,reported,5500,6656,1156
Switzerland,CHE,2020,5,Female,55-64,reported,5235,5165,-70
Switzerland,CHE,2020,6,Female,65-74,reported,5129,4989,-140
Switzerland,CHE,2020,7,Female,75-84,reported,5200,5201,1
Switzerland,CHE,2020,8,Female,>85,reported,5197,5326,129
Switzerland,CHE,2020,9,Male,0-24,reported,5236,5290,54
Switzerland,CHE,2020,10,Male,25-34,reported,5437,6277,840
Switzerland,CHE,2020,11,Male,35-44,reported,5727,9050,3323
Switzerland,CHE,2020,12,Male,45-54,reported,6164,9526,3362
Switzerland,CHE,2021,1,Male,55-64,reported,6169,7922,1753
Switzerland,CHE,2021,2,Male,65-74,reported,6232,5460,-772
Switzerland,CHE,2021,3,Male,75-84,reported,5979,5601,-378
Switzerland,CHE,2021,4,Male,>85,reported,5518,5385,-133
Switzerland,CHE,2021,5,Female,0-24,reported,5249,5416,167
Switzerland,CHE,2021,6,Female,25-34,reported,5140,5056,-84
Switzerland,CHE,2021,7,Female,35-44,reported,5207,5254,47
Switzerland,CHE,2021,8,Female,45-54,reported,5215,5533,318
Switzerland,CHE,2021,9,Female,55-64,reported,5243,5704,461
Switzerland,CHE,2021,10,Female,65-74,reported,5449,5840,391
Switzerland,CHE,2021,11,Female,75-84,reported,5743,6347,604
Switzerland,CHE,2021,12,Female,>85,reported,6183,7492,1309
Chile,CHL,2020,1,Male,0-24,reported,8440,9051,611
Chile,CHL,2020,2,Male,25-34,reported,7995,7932,-63
Chile,CHL,2020,3,Male,35-44,reported,8264,8693,429
Chile,CHL,2020,4,Male,45-54,reported,8694,8893,199
Chile,CHL,2020,5,Male,55-64,reported,9562,11991,2429
Chile,CHL,2020,6,Male,65-74,reported,10609,16038,5429
Chile,CHL,2020,7,Male,75-84,reported,11025,12583,1558
Chile,CHL,2020,8,Male,>85,reported,10479,11076,597
Chile,CHL,2020,9,Female,0-24,reported,9782,10209,427
Chile,CHL,2020,10,Female,25-34,reported,9225,10319,1094
Chile,CHL,2020,11,Female,35-44,reported,8741,9379,638
Chile,CHL,2020,12,Female,45-54,reported,8581,10005,1424
Chile,CHL,2021,1,Female,55-64,reported,8599,11208,2607
Chile,CHL,2021,2,Female,65-74,reported,8144,10250,2105
Chile,CHL,2021,3,Female,75-84,reported,8420,11853,3431
Chile,CHL,2021,4,Female,>85,reported,8861,11985,3122
Chile,CHL,2021,5,Male,0-24,reported,9747,12772,3024
Chile,CHL,2021,6,Male,25-34,reported,10817,13544,2726
Chile,CHL,2021,7,Male,35-44,reported,11226,13219,1992
Chile,CHL,2021,8,Male,45-54,reported,10675,11381,705
Chile,CHL,2021,9,Male,55-64,reported,9955,10088,131
Chile,CHL,2021,10,Male,65-74,reported,9412,10259,846
Chile,CHL,2021,11,Male,75-84,reported,8914,10114,1199
Chile,CHL,2021,12,Male,>85,reported,8745,10753,2007
China,CHN,2020,1,Female,0-24,predicted,912538,979644,67081
China,CHN,2020,2,Female,25-34,predicted,893643,891064,-2540
China,CHN,2020,3,Female,35-44,predicted,860088,792379,-67744
China,CHN,2020,4,Female,45-54,predicted,831426,759599,-71934
China,CHN,2020,5,Female,55-64,predicted,802277,719934,-82360
China,CHN,2020,6,Female,65-74,predicted,784138,728314,-55849
China,CHN,2020,7,Female,75-84,predicted,775037,754259,-20726
China,CHN,2020,8,Female,>85,predicted,777949,762889,-15092
